resume_id,job_title,salary,location,company_size,experience_level,employment_type,skills,experience_level_value,company_size_value,employment_type_value
650,Senior Data Analyst,70000,Anywhere,Small,Jr,Full-time,"Azure , R , Google Cloud , Tableau , SQL",1,0,1
651,BI Analyst,65000,"Dallas, TX, Huntsville,AL",Startup,None,Freelance,", Power BI, Excel, Azure",0,1,6
652,Unknown,0,"New York, NY, Huntsville,AL, London, UK",Data Analytics Specialist,Sr.,0,0,0,,
653,Data Analyst!!!,95000,"Remote, Austin, TX",Unknown,None,Freelance,"Python,Google Cloud",0,0,6
654,Data Analyst!!!,50000,"London, UK, Anywhere",Huge,Mi,Full-time,"Excel, SQL, , Google Cloud",2,4,1
655,Marketing Data Analyst,50,"San Francisco, CA",Medium,Sr,Temporary,"Python, Google Cloud, Excel,",3,2,5
656,Sr. Data Analyst,14000000,"New York, NY, Houston,TX, Dallas, TX",Large,Jr,Part-time,"Azure , AWS , Power BI",1,3,2
657,Product Data Analyst,8090000,"New York, NY",Unknown,Mi,Part-time,"R, Power BI,",2,0,2
658,DATA ANALYST,70000,"Houston,TX, San Francisco, CA",Medium,Mi,Temporary,"AWS,Azure,SQL",2,2,5
659,Data Analyst II,14000000,Remote,Medium,Jr,Freelance,"Power BI, Python, SQL, Google Cloud,",1,2,6
660,BI Analyst,110000,"Anywhere, London, UK, Austin, TX",Startup,None,Freelance,"Google Cloud , Power BI , Excel , SQL",0,1,6
661,Product Data Analyst,0,"London, UK",Startup,Jr,Freelance,"SQL , Tableau",1,1,6
662,Product Data Analyst,50000,"San Francisco, CA",Startup,Mi,Contract,"SQL, Power BI, Google Cloud, AWS, R",2,1,4
663,Data Analyst - Remote,110000,"Remote, San Francisco, CA",Startup,Mi,Full-time,"Google Cloud, Azure, Power BI",2,1,1
664,Jr. Data Analyst,110000,"Austin, TX",Medium,Mi,Part-time,"Python,Azure,Google Cloud,AWS,R",2,2,2
665,DATA ANALYST,65000,"Austin, TX",Large,Jr,Contract,"Google Cloud , Excel , AWS ,  , Python",1,3,4
666,Data Analyst!!!,95000,"San Francisco, CA",Startup,Sr,Regular,"R, Power BI",3,1,3
667,Senior Data Analyst,14000000,"Huntsville,AL, Anywhere",Medium,Jr,Full-time,"SQL, Excel",1,2,1
668,Product Data Analyst,95000,"Austin, TX",Small,Jr,Part-time,"SQL, Azure",1,0,2
669,Data Analyst II,14000000,Remote,Small,Jr,Full-time,"SQL, Power BI, Tableau, Excel, Google Cloud",1,0,1
670,Senior Data Analyst,0,"Anywhere, Dallas, TX, Austin, TX",Large,Jr,Full-time,"Tableau , Google Cloud , Power BI",1,3,1
671,Data Analyst!!!,50,"Dallas, TX, Anywhere",Startup,Jr,Full-time,"AWS, Google Cloud",1,1,1
672,Senior Data Analyst,120000,"Remote, London, UK, US",Startup,Jr,Full-time,"Google Cloud, Python, Excel, Azure, R",1,1,1
673,Sr. Data Analyst,110000,"London, UK",Startup,Sr,Temporary,", Power BI, Python, Azure, SQL",3,1,5
674,Data Analyst,70000,"New York, NY",Small,Sr,Temporary,"R, Tableau, , Google Cloud, Power BI",3,0,5
675,Data Analyst,0,"Huntsville,AL, New York, NY, US",Huge,Jr,Temporary,"Tableau , Power BI , Excel , R , Azure",1,4,5
676,Senior Data Analyst,0,"San Francisco, CA",Startup,Jr,Temporary,"AWS,SQL,R,Google Cloud",1,1,5
677,Data Analytics Specialist,50,"Anywhere, Austin, TX",Unknown,Sr,Part-time,", Excel, Azure, AWS",3,0,2
678,Data Analyst - Remote,65000,"London, UK",Startup,Sr,Temporary,"Python, Azure, AWS, R, Google Cloud",3,1,5
679,Data Analyst!!!,120000,US,Startup,Jr,Freelance,"SQL,Python,AWS",1,1,6
680,DATA ANALYST,95000,"Dallas, TX, Huntsville,AL, Remote",Small,Jr,Full-time,"Google Cloud,Tableau",1,0,1
681,Data Analytics Specialist,110000,"Austin, TX",Large,Pr,Part-time,", Azure",4,3,2
682,Junior Data Analyst,70000,"Anywhere, Remote, Huntsville,AL",Huge,Sr,Part-time,"R , Tableau , Azure , Google Cloud , SQL",3,4,2
683,Product Data Analyst,8090000,"US, New York, NY",Medium,Mi,Contract,"Power BI, , Excel, Tableau, Azure",2,2,4
684,Data Analyst - Remote,0,"Austin, TX, Remote, Houston,TX",Large,Mi,Temporary,"Python,Tableau,R",2,3,5
685,Senior Data Analyst,8090000,"Austin, TX, Remote",Large,Mi,Contract,"Python,Power BI",2,3,4
686,Marketing Data Analyst,120000,"Dallas, TX, New York, NY, Austin, TX",Large,Sr,Part-time,"Google Cloud, SQL, AWS, Power BI, Python",3,3,2
687,Marketing Data Analyst,70000,"New York, NY",Small,Sr,Part-time,"Tableau, SQL, R, Excel, Power BI",3,0,2
688,Junior Data Analyst,110000,"Houston,TX, New York, NY",Startup,Mi,Part-time,"Azure ,  , Power BI",2,1,2
689,Data Analytics Specialist,50,"Houston,TX, Austin, TX",Large,Sr,Regular,"Python, Google Cloud,",3,3,3
690,Junior Data Analyst,110000,"San Francisco, CA, Anywhere",Huge,Jr,Freelance,"AWS,",1,4,6
691,Senior Data Analyst,0,"Remote, San Francisco, CA",Small,Sr,Regular,"R,Azure",3,0,3
692,Sr. Data Analyst,14000000,"New York, NY, Austin, TX, Remote",Startup,Sr,Part-time,"Python , AWS",3,1,2
693,Product Data Analyst,70000,"London, UK",Large,Jr,Freelance,"Azure, Python, R",1,3,6
694,Marketing Data Analyst,0,"Remote, San Francisco, CA",Startup,Sr,Full-time,"Python, Google Cloud",3,1,1
695,Data Analyst,8090000,Anywhere,Large,Sr,Temporary,"Power BI, SQL, Google Cloud, Azure, Python",3,3,5
696,Data Analyst!!!,14000000,"US, Dallas, TX, Anywhere",Startup,None,Temporary,"Google Cloud, Excel",0,1,5
697,Data Analyst!!!,110000,"Huntsville,AL, New York, NY, Anywhere",Huge,Sr,Part-time,"Azure, Excel, Power BI, AWS,",3,4,2
698,DATA ANALYST,50000,"Dallas, TX, Austin, TX",Large,Jr,Temporary,"Google Cloud,Excel",1,3,5
699,Data Analyst!!!,70000,"London, UK",Medium,Jr,Regular,", Excel, Google Cloud, R",1,2,3
700,Junior Data Analyst,14000000,"Anywhere, New York, NY, San Francisco, CA",Medium,Sr,Temporary,"AWS , Python",3,2,5
701,Senior Data Analyst,70000,"London, UK, Houston,TX",Unknown,Sr,Contract,"Excel, Google Cloud",3,0,4
702,Sr. Data Analyst,95000,US,Medium,Pr,Contract,4,2,4,
703,Data Analyst!!!,65000,"US, Houston,TX",Startup,Jr,Part-time,1,1,2,
704,Marketing Data Analyst,0,"Remote, San Francisco, CA, London, UK",Unknown,Jr,Temporary,"Tableau, Python",1,0,5
705,BI Analyst,65000,"New York, NY, Houston,TX, London, UK",Medium,Sr,Full-time,"AWS, Tableau, Power BI",3,2,1
706,Data Analytics Specialist,95000,"San Francisco, CA",Large,Jr,Contract,"Excel , Power BI , R , Azure , Google Cloud",1,3,4
707,Data Analyst,95000,"London, UK, Anywhere",Large,Pr,Full-time,"Power BI, Excel",4,3,1
708,BI Analyst,110000,"New York, NY, London, UK, Houston,TX",Startup,Pr,Part-time,"AWS,SQL,Python",4,1,2
709,Senior Data Analyst,70000,"Houston,TX",Large,Jr,Part-time,"SQL, Excel, Power BI",1,3,2
710,DATA ANALYST,8090000,"San Francisco, CA, Houston,TX, Remote",Large,None,Freelance,"Tableau , AWS",0,3,6
711,Data Analytics Specialist,65000,"London, UK",Medium,None,Regular,0,2,3,
712,Sr. Data Analyst,8090000,"Houston,TX",Startup,Sr,Part-time,"Tableau, AWS, R, Python",3,1,2
713,Data Analyst!!!,0,Anywhere,Medium,Jr,Contract,"AWS , Power BI , Python",1,2,4
714,Data Analytics Specialist,95000,"Huntsville,AL, Remote, Houston,TX",Large,Jr,Part-time,"Power BI , SQL , Tableau , AWS",1,3,2
715,Product Data Analyst,110000,"London, UK, US",Startup,None,Regular,"Python, R, Google Cloud",0,1,3
716,BI Analyst,50,"Austin, TX, US, New York, NY",Unknown,Jr,Freelance,"AWS, Excel, Tableau, Python,",1,0,6
717,BI Analyst,65000,"London, UK",Startup,Pr,Contract,", Azure, AWS, Excel, Power BI",4,1,4
718,Data Analyst - Remote,50000,"Anywhere, Huntsville,AL",Medium,Jr,Freelance,"Excel,SQL,Azure,Python",1,2,6
719,Jr. Data Analyst,95000,"Houston,TX, San Francisco, CA, Anywhere",Small,Jr,Freelance,", Excel, SQL, Tableau, AWS",1,0,6
720,Data Analyst!!!,65000,"Houston,TX, Huntsville,AL, US",Large,Jr,Full-time,"Excel,Tableau,R,Azure,Power BI",1,3,1
721,Data Analytics Specialist,0,"Huntsville,AL, London, UK",Startup,Pr,Full-time,", Azure, Tableau",4,1,1
722,Data Analyst - Remote,120000,"San Francisco, CA, Remote, Anywhere",Huge,Pr,Contract,"AWS , Azure , Google Cloud , R , Tableau",4,4,4
723,Marketing Data Analyst,95000,"San Francisco, CA",Large,Jr,Temporary,"SQL, Power BI, Python, Google Cloud, Excel",1,3,5
724,BI Analyst,0,"Dallas, TX, US",Large,Jr,Full-time,",Tableau,Python,Excel",1,3,1
725,Junior Data Analyst,70000,"San Francisco, CA",Large,Sr,Full-time,"Excel,",3,3,1
726,BI Analyst,14000000,US,Startup,Mi,Part-time,2,1,2,
727,Data Analytics Specialist,0,"Dallas, TX",Startup,Mi,Part-time,"SQL,Google Cloud,AWS,Python",2,1,2
728,Sr. Data Analyst,14000000,"Dallas, TX, Remote",Startup,Sr,Contract,"Tableau, SQL, Power BI, R",3,1,4
729,Marketing Data Analyst,0,"New York, NY, US, Austin, TX",Small,None,Part-time,"Tableau, Azure",0,0,2
730,Data Analytics Specialist,0,"Houston,TX, Dallas, TX, Anywhere",Huge,None,Freelance,"Excel, SQL, AWS, R,",0,4,6
731,Data Analytics Specialist,0,"Austin, TX, Anywhere",Startup,Sr,Contract,"Power BI,SQL,R",3,1,4
732,Data Analyst II,8090000,"New York, NY, US, Remote",Large,Jr,Freelance,"Azure, Excel",1,3,6
733,Data Analyst!!!,95000,"New York, NY",Huge,Sr,Full-time,"AWS,Python,Power BI,Excel",3,4,1
734,Senior Data Analyst,0,"Houston,TX",Startup,Jr,Temporary,"R, AWS",1,1,5
735,Product Data Analyst,0,"London, UK, Austin, TX, Huntsville,AL",Small,Jr,Contract,1,0,4,
736,Data Analyst II,65000,"London, UK, Anywhere, Houston,TX",Unknown,Jr,Part-time,"Tableau, SQL, Google Cloud, Power BI",1,0,2
737,Data Analyst!!!,95000,"US, Dallas, TX",Small,None,Regular,", R , Google Cloud , Python , Azure",0,0,3
738,Startup,2,Negotiable,"['Power BI', 'Tableau']",Data Analyst!!!,"Dallas, TX, US",0,0,0,
739,BI Analyst,70000,Anywhere,Medium,Jr,Full-time,"R, Tableau, Python",1,2,1
740,Data Analytics Specialist,14000000,"US, New York, NY",Large,Sr,Full-time,"AWS, Python, SQL, Google Cloud",3,3,1
741,Product Data Analyst,0,"London, UK",Large,Sr,Part-time,"Python, Google Cloud, R",3,3,2
742,Senior Data Analyst,0,"Anywhere, Dallas, TX",Unknown,Sr,Contract,"SQL,Excel,R",3,0,4
743,Data Analyst II,95000,"Dallas, TX, Houston,TX, US",Unknown,Jr,Full-time,", Tableau",1,0,1
744,Data Analytics Specialist,50000,"Dallas, TX",Unknown,Pr,Temporary,"Tableau, Power BI",4,0,5
745,DATA ANALYST,0,"Dallas, TX, Huntsville,AL, Remote",Small,Mi,Contract,"Power BI, Google Cloud, , Azure",2,0,4
746,Marketing Data Analyst,14000000,"New York, NY",Startup,Jr,Part-time,"SQL, Google Cloud, AWS, Azure, Python",1,1,2
747,Data Analyst II,65000,"Huntsville,AL, Dallas, TX",Medium,Pr,Part-time,"Google Cloud, AWS",4,2,2
748,Senior Data Analyst,14000000,"US, London, UK",Startup,Pr,Contract,"Google Cloud , SQL",4,1,4
749,Data Analyst II,50,Remote,Large,Mi,Full-time,"Python,Google Cloud,Tableau,R",2,3,1
750,Jr. Data Analyst,120000,"New York, NY, London, UK, Houston,TX",Large,Jr,Part-time,"Power BI, R",1,3,2
751,Jr. Data Analyst,65000,"London, UK",Startup,Jr,Full-time,"Azure, R",1,1,1
752,BI Analyst,70000,"Houston,TX, Dallas, TX",Medium,Mi,Part-time,"Python, R",2,2,2
753,DATA ANALYST,70000,"US, San Francisco, CA, New York, NY",Startup,Jr,Part-time,"R, Tableau, Python, Azure, SQL",1,1,2
754,Sr. Data Analyst,0,"Anywhere, Dallas, TX",Unknown,Sr,Freelance,"Power BI, SQL",3,0,6
755,Sr. Data Analyst,65000,"London, UK, Dallas, TX",Small,Mi,Full-time,"Power BI, R",2,0,1
756,Senior Data Analyst,0,"Houston,TX",Small,Mi,Part-time,"Tableau, Azure",2,0,2
757,Junior Data Analyst,0,"London, UK, US, Anywhere",Medium,Sr,Freelance,"Tableau , AWS",3,2,6
758,Marketing Data Analyst,110000,"Huntsville,AL, Dallas, TX",Large,Jr,Full-time,"Tableau,Azure",1,3,1
759,Sr. Data Analyst,8090000,"Anywhere, London, UK, San Francisco, CA",Unknown,Sr,Temporary,"Power BI, SQL, Google Cloud, , AWS",3,0,5
760,Marketing Data Analyst,95000,"Anywhere, New York, NY, Dallas, TX",Startup,Pr,Temporary,"Python , AWS , Power BI , R",4,1,5
761,Senior Data Analyst,95000,"Houston,TX, San Francisco, CA, US",Startup,Jr,Contract,"Tableau, R, AWS",1,1,4
762,DATA ANALYST,0,"Austin, TX",Huge,Sr,Freelance,"Power BI, , SQL, Azure, AWS",3,4,6
763,Junior Data Analyst,50000,"Remote, Anywhere, London, UK",Startup,Jr,Regular,"SQL, Azure, Google Cloud, , Power BI",1,1,3
764,Junior Data Analyst,65000,"London, UK",Small,None,Part-time,",Python",0,0,2
765,Jr. Data Analyst,95000,"Huntsville,AL",Startup,Jr,Full-time,"Tableau , Python , Azure , Google Cloud",1,1,1
766,BI Analyst,8090000,"Remote, Houston,TX, Huntsville,AL",Unknown,Mi,Contract,"AWS,Python,Azure,Excel,Power BI",2,0,4
767,Data Analytics Specialist,14000000,"Remote, New York, NY",Large,Jr,Contract,"Excel, AWS, Tableau, Python",1,3,4
768,Junior Data Analyst,110000,"Houston,TX",Large,Jr,Temporary,"SQL , Power BI , Google Cloud , AWS , R",1,3,5
769,Data Analyst,0,"San Francisco, CA, Houston,TX",Unknown,Sr,Contract,"Tableau , Google Cloud , SQL ,",3,0,4
770,Senior Data Analyst,95000,"Remote, Anywhere",Startup,Mi,Contract,"Power BI,Google Cloud,SQL,AWS",2,1,4
771,Junior Data Analyst,14000000,"Huntsville,AL, Houston,TX",Startup,Sr,Temporary,"Tableau, Python, Google Cloud",3,1,5
772,Junior Data Analyst,8090000,"London, UK",Huge,Sr,Freelance,"Tableau , Power BI , AWS , Google Cloud",3,4,6
773,Data Analyst!!!,90000,"Dallas, TX, Austin, TX",Large,Jr,Contract,"AWS,Excel,Tableau",1,3,4
774,Data Analyst - Remote,50,"Austin, TX, London, UK",Small,Pr,Part-time,"R, Tableau",4,0,2
775,Marketing Data Analyst,110000,US,Startup,Mi,Temporary,"SQL,Excel,R,Tableau",2,1,5
776,Data Analyst,120000,"London, UK, US",Large,Jr,Regular,1,3,3,
777,Data Analyst!!!,50000,"Houston,TX, San Francisco, CA",Huge,Mi,Full-time,"SQL, R, , Tableau, Python",2,4,1
778,Data Analyst - Remote,50,Anywhere,Medium,Pr,Part-time,"R,SQL",4,2,2
779,Junior Data Analyst,70000,"Austin, TX, Anywhere, US",Startup,Mi,Part-time,"AWS, Power BI",2,1,2
780,Data Analytics Specialist,90000,"Austin, TX",Large,Jr,Contract,"Tableau, SQL",1,3,4
781,Data Analyst,14000000,"Austin, TX, Dallas, TX, San Francisco, CA",Startup,Sr,Part-time,"SQL, Excel, R",3,1,2
782,Jr. Data Analyst,0,Remote,Medium,Sr,Part-time,"Tableau, Google Cloud, R",3,2,2
783,Data Analyst II,8090000,"Anywhere, Houston,TX",Huge,None,Full-time,"Python, Excel, AWS",0,4,1
784,Data Analyst!!!,120000,"San Francisco, CA, Austin, TX",Medium,Jr,Full-time,"SQL,Excel,Google Cloud,Azure,Tableau",1,2,1
785,Junior Data Analyst,70000,"New York, NY",Huge,Jr,Full-time,",Excel,SQL,Azure",1,4,1
786,Junior Data Analyst,120000,"US, Austin, TX",Medium,Jr,Contract,"Power BI, R, Tableau,",1,2,4
787,BI Analyst,65000,"Houston,TX",Small,Jr,Freelance,1,0,6,
788,Marketing Data Analyst,50000,"Huntsville,AL, Dallas, TX",Unknown,Mi,Freelance,"R, , Tableau, Excel, AWS",2,0,6
789,Marketing Data Analyst,50000,"Dallas, TX",Huge,None,Contract,", R, Excel",0,4,4
790,BI Analyst,0,"US, Houston,TX",Medium,None,Full-time,"AWS, , SQL, Python",0,2,1
791,Data Analyst!!!,50,"New York, NY, US",Medium,Sr,Part-time,"Power BI, Azure, AWS",3,2,2
792,Data Analyst - Remote,14000000,"US, Anywhere, Houston,TX",Huge,Sr,Full-time,"AWS, , SQL",3,4,1
793,Senior Data Analyst,0,"New York, NY",Huge,Pr,Part-time,"R, Azure",4,4,2
794,Data Analytics Specialist,95000,"Dallas, TX",Small,Jr,Temporary,"SQL,Python,Google Cloud",1,0,5
795,Senior Data Analyst,50,"US, Anywhere",Small,Sr,Regular,"AWS, Google Cloud",3,0,3
796,Data Analyst II,70000,US,Small,Jr,Contract,", SQL, R, Python, AWS",1,0,4
797,Junior Data Analyst,95000,"Dallas, TX, Anywhere",Startup,Sr,Contract,"Power BI, Google Cloud, , SQL",3,1,4
798,Data Analytics Specialist,120000,"Remote, New York, NY, San Francisco, CA",Small,Sr,Contract,"Tableau , Python , R , Google Cloud",3,0,4
799,Data Analyst,0,"Anywhere, San Francisco, CA",Large,Jr,Full-time,"Python,AWS,Tableau,R",1,3,1
800,Junior Data Analyst,8090000,"London, UK, Anywhere, Austin, TX",Huge,Pr,Freelance,"AWS, R,",4,4,6
801,Jr. Data Analyst,110000,"Anywhere, San Francisco, CA",Startup,Pr,Part-time,", Google Cloud , Power BI , R",4,1,2
802,Product Data Analyst,120000,"Houston,TX, New York, NY",Huge,Mi,Part-time,"R, Google Cloud",2,4,2
803,Product Data Analyst,95000,"Dallas, TX, New York, NY",Startup,Jr,Contract,"Google Cloud, Python, Power BI, Azure, SQL",1,1,4
804,Data Analyst!!!,50,"London, UK",Startup,Jr,Contract,", R",1,1,4
805,Junior Data Analyst,0,"Dallas, TX, London, UK",Startup,Jr,Full-time,", Google Cloud, Tableau",1,1,1
806,Marketing Data Analyst,0,"New York, NY",Large,Jr,Full-time,"Power BI, , SQL, Python, Azure",1,3,1
807,Sr. Data Analyst,0,"London, UK, Austin, TX",Unknown,None,Temporary,"Google Cloud, AWS, Excel, , Python",0,0,5
808,Data Analytics Specialist,65000,"London, UK, New York, NY, US",Large,Pr,Full-time,"Tableau, Azure, R",4,3,1
809,Sr. Data Analyst,95000,"Houston,TX, San Francisco, CA",Huge,Mi,Freelance,"SQL , Python , Power BI",2,4,6
810,Data Analyst - Remote,50,"Remote, Dallas, TX, San Francisco, CA",Small,Jr,Temporary,"Tableau, Excel, Power BI",1,0,5
811,BI Analyst,95000,"Dallas, TX, Houston,TX, London, UK",Huge,Mi,Part-time,"Python, Azure, Excel, Power BI, SQL",2,4,2
812,Data Analyst,120000,"US, Huntsville,AL",Startup,Jr,Contract,"R, Power BI",1,1,4
813,Junior Data Analyst,0,"London, UK, San Francisco, CA, Huntsville,AL",Large,Jr,Contract,"Google Cloud , R",1,3,4
814,Data Analyst - Remote,0,"New York, NY",Medium,None,Part-time,"Tableau, Azure",0,2,2
815,Data Analyst - Remote,0,"Houston,TX",Large,None,Full-time,0,3,1,
816,Product Data Analyst,110000,"London, UK, Anywhere",Huge,Pr,Contract,"Tableau ,  , Excel , Python",4,4,4
817,Data Analyst,0,"London, UK, Dallas, TX",Startup,Mi,Contract,"Excel, Google Cloud, Azure",2,1,4
818,DATA ANALYST,90000,Remote,Startup,Jr,Regular,"AWS , Azure",1,1,3
819,Product Data Analyst,120000,"Houston,TX",Startup,Pr,Part-time,"Power BI, Google Cloud, SQL, AWS, Tableau",4,1,2
820,Junior Data Analyst,70000,Remote,Startup,Sr,Part-time,"AWS, SQL, R",3,1,2
821,Sr. Data Analyst,0,"Huntsville,AL, Houston,TX, San Francisco, CA",Huge,Jr,Temporary,"Excel, Power BI, Python, R",1,4,5
822,Data Analytics Specialist,120000,"Anywhere, San Francisco, CA",Unknown,Jr,Part-time,"SQL, Excel, Google Cloud, Azure",1,0,2
823,Sr. Data Analyst,70000,"Dallas, TX",Unknown,Jr,Contract,"R, Azure, Excel, Tableau, AWS",1,0,4
824,Data Analyst,50000,Anywhere,Huge,Pr,Temporary,"AWS, Excel",4,4,5
825,Data Analyst II,70000,"US, London, UK",Large,Jr,Full-time,"Tableau,Azure,R,Google Cloud,",1,3,1
826,Junior Data Analyst,70000,Anywhere,Large,Mi,Part-time,", Google Cloud, Power BI, Excel",2,3,2
827,Jr. Data Analyst,0,"Houston,TX, London, UK, Dallas, TX",Startup,Pr,Part-time,"Azure,Tableau",4,1,2
828,Senior Data Analyst,8090000,"US, New York, NY, San Francisco, CA",Medium,Jr,Full-time,", Azure, Power BI, AWS, Google Cloud",1,2,1
829,Data Analytics Specialist,0,"Dallas, TX",Large,Jr,Contract,"SQL,R,Azure,Excel",1,3,4
830,Jr. Data Analyst,50000,"Dallas, TX, Remote, US",Startup,Sr,Freelance,"AWS, , Power BI",3,1,6
831,Jr. Data Analyst,14000000,Remote,Small,Jr,Freelance,"AWS,Python,Excel,SQL",1,0,6
832,Data Analyst!!!,70000,"San Francisco, CA",Huge,Mi,Contract,"Python, R",2,4,4
833,Junior Data Analyst,70000,"San Francisco, CA, Huntsville,AL",Medium,Jr,Contract,"Power BI, SQL, Azure",1,2,4
834,Data Analyst II,8090000,Anywhere,Large,Sr,Part-time,"Excel,Tableau,AWS,Power BI",3,3,2
835,Data Analyst!!!,14000000,"New York, NY, Remote",Unknown,Mi,Regular,"Power BI, Excel, Azure, Google Cloud, Tableau",2,0,3
836,Junior Data Analyst,70000,"New York, NY",Startup,Jr,Regular,"Python , Azure , Excel ,  , AWS",1,1,3
837,Data Analyst II,65000,"Houston,TX, New York, NY, Anywhere",Huge,Jr,Contract,"SQL, R, Power BI, , Tableau",1,4,4
838,DATA ANALYST,0,US,Medium,Jr,Freelance,"Power BI, R, AWS",1,2,6
839,Data Analytics Specialist,8090000,"San Francisco, CA",Medium,Sr,Contract,"AWS , SQL , R , Power BI",3,2,4
840,Data Analyst,14000000,"New York, NY, San Francisco, CA",Startup,Mi,Temporary,"Tableau, Azure, , SQL, Power BI",2,1,5
841,Marketing Data Analyst,70000,"Huntsville,AL",Large,Jr,Freelance,"SQL, Azure",1,3,6
842,BI Analyst,65000,"Huntsville,AL",Startup,None,Full-time,"AWS,",0,1,1
843,Data Analyst,65000,"Dallas, TX",Small,Pr,Full-time,"R, Google Cloud, AWS, Excel",4,0,1
844,Jr. Data Analyst,65000,"London, UK, New York, NY, San Francisco, CA",Large,Sr,Full-time,"R, , Azure, Tableau, Excel",3,3,1
845,Senior Data Analyst,110000,US,Small,Mi,Part-time,"AWS , Power BI , SQL , Google Cloud ,",2,0,2
846,Product Data Analyst,120000,"London, UK, Huntsville,AL, Dallas, TX",Large,Sr,Temporary,"Azure, Excel, Power BI, R, SQL",3,3,5
847,DATA ANALYST,70000,"Huntsville,AL, Remote, San Francisco, CA",Large,Jr,Full-time,"R,Python,Excel,Azure",1,3,1
848,Data Analyst!!!,50,"Huntsville,AL",Large,Jr,Freelance,"Power BI,SQL,Excel,AWS,Python",1,3,6
849,Product Data Analyst,0,"Houston,TX",Startup,Mi,Full-time,"SQL , Azure , Tableau , AWS , Excel",2,1,1
850,Data Analyst,65000,Remote,Large,Jr,Freelance,"SQL, Tableau, AWS, Python,",1,3,6
851,Data Analyst!!!,0,"Dallas, TX, Houston,TX",Startup,Jr,Regular,"Tableau, Azure, AWS",1,1,3
852,Data Analyst,120000,"San Francisco, CA",Startup,Jr,Temporary,"SQL,Azure,Tableau,",1,1,5
853,Senior Data Analyst,65000,"Houston,TX",Huge,Jr,Part-time,"Tableau , Power BI",1,4,2
854,Senior Data Analyst,95000,"Anywhere, London, UK, Dallas, TX",Startup,Jr,Full-time,"Python, Google Cloud, Azure, AWS, Power BI",1,1,1
855,Data Analyst,0,"San Francisco, CA, Dallas, TX",Huge,Jr,Temporary,"Azure, Power BI, Python",1,4,5
856,Data Analyst - Remote,14000000,"Austin, TX, Huntsville,AL",Large,Sr,Regular,"Power BI, R",3,3,3
857,Sr. Data Analyst,14000000,"Houston,TX",Startup,Jr,Freelance,"Google Cloud , Power BI , SQL , Azure , Excel",1,1,6
858,Senior Data Analyst,120000,"Austin, TX",Small,Mi,Freelance,"SQL , R ,  , Python",2,0,6
859,Sr. Data Analyst,50,"London, UK",Large,Jr,Contract,1,3,4,
860,Data Analytics Specialist,50,Anywhere,Large,Sr,Contract,"Power BI,Excel,SQL,AWS",3,3,4
861,Product Data Analyst,0,"Houston,TX",Medium,Jr,Full-time,"R,Azure,Power BI",1,2,1
862,DATA ANALYST,70000,Anywhere,Large,Mi,Temporary,2,3,5,
863,Data Analyst - Remote,0,"US, Houston,TX",Startup,Pr,Temporary,"Excel,SQL,Tableau,Azure",4,1,5
864,Senior Data Analyst,110000,"New York, NY, San Francisco, CA, London, UK",Medium,None,Part-time,"Power BI, Azure, AWS, Tableau, Excel",0,2,2
865,Data Analytics Specialist,95000,"San Francisco, CA, Austin, TX",Huge,Pr,Part-time,"Python,Azure,AWS,R",4,4,2
866,Unknown,0,Negotiable,"Anywhere, US",Marketing Data Analyst,Full-time,Sr.,0,0,1
867,Data Analyst II,120000,"Anywhere, Remote, Austin, TX",Medium,Jr,Part-time,"Azure, Power BI, Python, , Tableau",1,2,2
868,Data Analyst!!!,50000,"Austin, TX, Remote",Startup,Mi,Part-time,"AWS , SQL , R",2,1,2
869,Jr. Data Analyst,0,Anywhere,Medium,Sr,Regular,"Excel, Google Cloud, AWS, Azure",3,2,3
870,Sr. Data Analyst,120000,"London, UK, Dallas, TX, New York, NY",Startup,Jr,Full-time,"Google Cloud, Tableau",1,1,1
871,Data Analyst - Remote,70000,"Anywhere, San Francisco, CA, Austin, TX",Startup,Sr,Full-time,"Python,R,",3,1,1
872,Data Analyst - Remote,50,"Houston,TX, San Francisco, CA",Unknown,None,Freelance,"Google Cloud, Azure",0,0,6
873,Marketing Data Analyst,95000,"Dallas, TX",Large,Jr,Part-time,"R,Power BI,Tableau,Google Cloud",1,3,2
874,Marketing Data Analyst,14000000,"Austin, TX, San Francisco, CA",Large,Jr,Part-time,1,3,2,
875,DATA ANALYST,8090000,"Dallas, TX, San Francisco, CA, London, UK",Medium,Jr,Full-time,"Tableau, Excel, Google Cloud",1,2,1
876,Data Analyst!!!,95000,"London, UK",Large,Sr,Full-time,"Google Cloud, Azure",3,3,1
877,Sr. Data Analyst,14000000,"Huntsville,AL",Startup,Jr,Contract,"Tableau, Google Cloud, SQL",1,1,4
878,Data Analyst II,8090000,"San Francisco, CA, Remote",Medium,Jr,Full-time,"R, Power BI, Google Cloud, SQL,",1,2,1
879,DATA ANALYST,70000,"Anywhere, US",Medium,Jr,Regular,", R, Power BI, SQL, Azure",1,2,3
880,Data Analyst - Remote,95000,"Huntsville,AL, US, Austin, TX",Small,Jr,Full-time,",Azure,Python",1,0,1
881,Data Analyst,70000,"Anywhere, Austin, TX",Medium,Pr,Contract,"Tableau, Google Cloud, Python, Excel, Power BI",4,2,4
882,Data Analyst II,70000,"Houston,TX, US",Large,Sr,Contract,"R , Azure , AWS , Python",3,3,4
