job_title,salary,location,remote_location,company_size,experience_level,employment_type,skills,experience_level_value,company_size_value,employment_type_value,job_title_value,latitude,longitude,col_index,cost_tier
Marketing Data Analyst,8090000,"Fort Collins, CO",1,Large,Mi,Contract,"Power BI,Python,Tableau,AWS,",2,3,3,3,40.587178,-105.077011,66.1,66.1
Data Analyst,90000,"Las Vegas, NV",False,Large,Pr,Contract,"Tableau, Power BI, Google Cloud, Azure, R",4,3,3,4,36.167426,-115.148413,71.3,71.3
Senior Data Analyst,50000,"Nashville, TN",False,Unknown,None,Freelance,"AWS,Power BI",0,0,1,6,36.162277,-86.774298,74.0,74.0
Data Analyst II,95000,"Fargo, ND",Partial,Unknown,Jr,Contract,"SQL,Excel,AWS,",1,0,3,5,46.877229,-96.789821,58.0,58.0
Senior Data Analyst,70000,"Las Vegas, NV",Yes,Startup,Jr,Part-time,"Excel,AWS",1,1,5,6,36.167426,-115.148413,71.3,71.3
Data Analyst,65000,"Atlanta, GA",Hybrid,Small,Jr,Regular,,1,0,4,4,33.754466,-84.389815,76.8,76.8
Marketing Data Analyst,8090000,"Detroit, MI",Hybrid,Startup,Mi,Freelance,"SQL, Azure",2,1,1,3,42.331551,-83.04664,68.1,68.1
Junior Data Analyst,95000,"Indianapolis, IN",Yes,Medium,Jr,Contract,"SQL,R,Google Cloud",1,2,3,1,39.768333,-86.15835,69.7,69.7
Data Analyst,65000,"Jackson, MS",False,Huge,Jr,Temporary,", Google Cloud , Power BI",1,4,2,4,32.299869,-90.183041,68.0,68.0
Senior Data Analyst,50000,"Columbus, OH",True,Huge,None,Part-time,"AWS, , Python, Power BI",0,4,5,6,39.96226,-83.000707,73.5,73.5
Senior Data Analyst,14000000,"New Orleans, LA",Hybrid,Large,Sr,Temporary,"AWS,Power BI,Python,Azure",3,3,2,6,29.956142,-90.073393,77.8,77.8
Data Analytics Specialist,50000,"New York, NY",Partial,Startup,Sr,Full-time,"Azure, Power BI, AWS, Tableau,",3,1,6,2,40.712728,-74.006015,100.0,100.0
Junior Data Analyst,95000,"New York, NY",Yes,Startup,Sr,Contract,"Python, Azure",3,1,3,1,40.712728,-74.006015,100.0,100.0
Data Analyst,65000,"Fargo, ND",Temporarily Remote,Huge,Jr,Contract,"SQL,Tableau",1,4,3,4,46.877229,-96.789821,58.0,58.0
Senior Data Analyst,95000,"Oklahoma City, OK",1,Startup,Sr,Full-time,"Excel,SQL,AWS,Tableau",3,1,6,6,35.472989,-97.517054,70.0,70.0
Senior Data Analyst,95000,"New Orleans, LA",No,Medium,Jr,Part-time,"R,Excel,Power BI,SQL,Tableau",1,2,5,6,29.956142,-90.073393,77.8,77.8
Product Data Analyst,70000,"Dallas, TX",0,Large,Mi,Full-time,"Excel, Python, SQL",2,3,6,3,32.776272,-96.796856,75.0,75.0
Junior Data Analyst,70000,"Austin, TX",False,Huge,Mi,Part-time,"R, , Tableau, Power BI",2,4,5,1,30.271129,-97.7437,71.1,71.1
Junior Data Analyst,95000,"Nashville, TN",Partial,Startup,Sr,Contract,"Azure, Tableau, R",3,1,3,1,36.162277,-86.774298,74.0,74.0
Data Analyst II,95000,"Chicago, IL",1,Large,Jr,Regular,"Power BI, R, Azure",1,3,4,5,41.875562,-87.624421,75.5,75.5
Data Analyst,70000,"Albuquerque, NM",0,Startup,Sr,Temporary,"SQL, Tableau",3,1,2,4,35.084103,-106.650985,63.4,63.4
Data Analyst,90000,"Houston, TX",Partial,Large,Mi,Contract,"Python,Google Cloud",2,3,3,4,29.758938,-95.367697,64.9,64.9
Data Analyst II,90000,"Denver, CO",Hybrid,Large,Sr,Regular,"Google Cloud,Excel,AWS,Azure",3,3,4,5,39.739236,-104.984862,78.7,78.7
Junior Data Analyst,110000,"New Orleans, LA",Hybrid,Huge,Jr,Freelance,"Azure, R, , Power BI",1,4,1,1,29.956142,-90.073393,77.8,77.8
Product Data Analyst,90000,"New York, NY",Temporarily Remote,Startup,Jr,Contract,"Excel, R, , Azure",1,1,3,3,40.712728,-74.006015,100.0,100.0
BI Analyst,70000,"Detroit, MI",Partial,Startup,Mi,Contract,"Google Cloud, R, Python, Tableau",2,1,3,3,42.331551,-83.04664,68.1,68.1
Junior Data Analyst,8090000,"Louisville, KY",Partial,Large,Mi,Temporary,"R, Power BI",2,3,2,1,38.254238,-85.759407,70.0,70.0
Product Data Analyst,95000,"Dallas, TX",Partial,Large,None,Freelance,"Power BI,Google Cloud,Tableau,AWS",0,3,1,3,32.776272,-96.796856,75.0,75.0
BI Analyst,50000,"Austin, TX",Hybrid,Startup,Sr,Full-time,"Power BI, Google Cloud,",3,1,6,3,30.271129,-97.7437,71.1,71.1
Junior Data Analyst,110000,"Fargo, ND",1,Medium,Jr,Regular,"R , Power BI",1,2,4,1,46.877229,-96.789821,58.0,58.0
Data Analyst,95000,"Las Vegas, NV",No,Medium,Sr,Part-time,"Power BI, , Tableau",3,2,5,4,36.167426,-115.148413,71.3,71.3
Data Analyst,70000,"Norfolk, VA",0,Small,Mi,Contract,"Tableau,",2,0,3,4,36.84937,-76.289954,,2.0
Data Analyst II,65000,"Indianapolis, IN",0,Large,Sr,Full-time,"Tableau ,",3,3,6,5,39.768333,-86.15835,69.7,69.7
Data Analyst II,90000,"Austin, TX",1,Medium,Sr,Freelance,"Azure, AWS, Excel, Google Cloud",3,2,1,5,30.271129,-97.7437,71.1,71.1
Data Analyst,95000,"Indianapolis, IN",Temporarily Remote,Small,Jr,Part-time,"Power BI,AWS,R,Azure,Google Cloud",1,0,5,4,39.768333,-86.15835,69.7,69.7
Data Analyst,95000,"Houston, TX",Yes,Small,Sr,Contract,"Azure, SQL, Python, Power BI, AWS",3,0,3,4,29.758938,-95.367697,64.9,64.9
Data Analyst,70000,"Salt Lake City, UT",Partial,Unknown,Sr,Full-time,"Power BI, , AWS",3,0,6,4,40.75962,-111.886797,65.7,65.7
Junior Data Analyst,70000,"Columbus, OH",False,Unknown,Mi,Part-time,"Excel,AWS,Python,Google Cloud",2,0,5,1,39.96226,-83.000707,73.5,73.5
Junior Data Analyst,8090000,"Albuquerque, NM",No,Large,Jr,Full-time,"AWS, , Power BI, Excel",1,3,6,1,35.084103,-106.650985,63.4,63.4
Marketing Data Analyst,70000,"Fort Collins, CO",Hybrid,Medium,Mi,Contract,"SQL, Python",2,2,3,3,40.587178,-105.077011,66.1,66.1
Data Analyst,70000,"Las Vegas, NV",Yes,Startup,None,Full-time,"Tableau, SQL, , AWS, R",0,1,6,4,36.167426,-115.148413,71.3,71.3
Junior Data Analyst,65000,"Austin, TX",False,Large,Pr,Regular,"Azure , AWS",4,3,4,1,30.271129,-97.7437,71.1,71.1
Data Analyst,70000,"Austin, TX",No,Unknown,None,Full-time,",Google Cloud,R,Tableau",0,0,6,4,30.271129,-97.7437,71.1,71.1
BI Analyst,8090000,"Santa Fe, NM",Temporarily Remote,Large,Sr,Freelance,"R, , Excel, Power BI, Azure",3,3,1,3,35.68761,-105.938456,67.0,67.0
Data Analyst,70000,"Santa Fe, NM",No,Medium,Jr,Part-time,"Python , Google Cloud , Azure",1,2,5,4,35.68761,-105.938456,67.0,67.0
Junior Data Analyst,120000,"Santa Fe, NM",True,Startup,Jr,Full-time,"Excel,Power BI",1,1,6,1,35.68761,-105.938456,67.0,67.0
Data Analyst,120000,"Orlando, FL",Temporarily Remote,Large,Jr,Regular,"Python, Google Cloud, SQL, Excel, Power BI",1,3,4,4,28.542122,-81.379045,72.2,72.2
Senior Data Analyst,95000,"Columbus, OH",Yes,Small,Jr,Freelance,"Python , Power BI , Tableau , Google Cloud",1,0,1,6,39.96226,-83.000707,73.5,73.5
Marketing Data Analyst,65000,"Austin, TX",Partial,Unknown,Mi,Freelance,"Azure, Python, Power BI, Excel, Google Cloud",2,0,1,3,30.271129,-97.7437,71.1,71.1
Data Analyst,65000,"Philadelphia, PA",Yes,Startup,Jr,Regular,"Python, Google Cloud, Azure",1,1,4,4,39.952724,-75.163526,81.0,81.0
BI Analyst,14000000,"Dallas, TX",No,Large,None,Part-time,"AWS, Tableau, Azure, , Excel",0,3,5,3,32.776272,-96.796856,75.0,75.0
Data Analyst,110000,"Orlando, FL",Temporarily Remote,Unknown,Mi,Part-time,"Google Cloud, SQL",2,0,5,4,28.542122,-81.379045,72.2,72.2
Product Data Analyst,14000000,"Las Vegas, NV",Yes,Large,Jr,Part-time,",Google Cloud,Power BI",1,3,5,3,36.167426,-115.148413,71.3,71.3
Marketing Data Analyst,50000,"Houston, TX",True,Startup,Jr,Freelance,"Azure, Python, , SQL",1,1,1,3,29.758938,-95.367697,64.9,64.9
Marketing Data Analyst,50000,"Salt Lake City, UT",True,Large,Jr,Part-time,"Tableau, Google Cloud, , Azure",1,3,5,3,40.75962,-111.886797,65.7,65.7
Senior Data Analyst,110000,"Houston, TX",No,Startup,Jr,Full-time,", Tableau, Azure, Excel, Python",1,1,6,6,29.758938,-95.367697,64.9,64.9
Junior Data Analyst,90000,"Norfolk, VA",Temporarily Remote,Huge,Sr,Full-time,,3,4,6,1,36.84937,-76.289954,,2.0
Junior Data Analyst,110000,"New York, NY",1,Medium,Mi,Full-time,"AWS, Python, R, Google Cloud",2,2,6,1,40.712728,-74.006015,100.0,100.0
Data Analyst,14000000,"Oklahoma City, OK",0,Unknown,Jr,Freelance,"AWS ,  , Tableau , Power BI",1,0,1,4,35.472989,-97.517054,70.0,70.0
Product Data Analyst,14000000,"Chicago, IL",Yes,Medium,Jr,Temporary,"Python, AWS",1,2,2,3,41.875562,-87.624421,75.5,75.5
Junior Data Analyst,14000000,"Orlando, FL",Partial,Startup,Mi,Part-time,"Excel, Azure",2,1,5,1,28.542122,-81.379045,72.2,72.2
Data Analyst,95000,"Indianapolis, IN",Yes,Unknown,Sr,Part-time,"Excel, Azure",3,0,5,4,39.768333,-86.15835,69.7,69.7
Junior Data Analyst,90000,"Santa Fe, NM",1,Huge,Jr,Temporary,"AWS,SQL,R,Python,Excel",1,4,2,1,35.68761,-105.938456,67.0,67.0
Product Data Analyst,70000,"New York, NY",0,Large,Jr,Temporary,"Power BI, Python, AWS, SQL",1,3,2,3,40.712728,-74.006015,100.0,100.0
Data Analyst,70000,"Philadelphia, PA",Hybrid,Startup,Pr,Part-time,"R, Tableau, , Power BI, Google Cloud",4,1,5,4,39.952724,-75.163526,81.0,81.0
Marketing Data Analyst,110000,"Jackson, MS",0,Startup,Mi,Full-time,"Python,SQL,Tableau,R",2,1,6,3,32.299869,-90.183041,68.0,68.0
Data Analyst II,95000,"Denver, CO",Yes,Unknown,Sr,Temporary,"SQL, Power BI, Excel",3,0,2,5,39.739236,-104.984862,78.7,78.7
BI Analyst,8090000,"Huntsville, AL",Temporarily Remote,Startup,Jr,Part-time,"Power BI,",1,1,5,3,34.729847,-86.585901,60.5,60.5
Product Data Analyst,120000,"Las Vegas, NV",0,Large,Pr,Contract,"AWS, Google Cloud",4,3,3,3,36.167426,-115.148413,71.3,71.3
Junior Data Analyst,90000,"New Orleans, LA",False,Large,Mi,Full-time,",Excel",2,3,6,1,29.956142,-90.073393,77.8,77.8
Junior Data Analyst,50000,"New York, NY",No,Large,None,Full-time,",Azure,Google Cloud,AWS",0,3,6,1,40.712728,-74.006015,100.0,100.0
Junior Data Analyst,65000,"San Francisco, CA",No,Startup,Mi,Contract,"Python , Tableau , R , Power BI",2,1,3,1,37.787936,-122.40752,94.0,94.0
Marketing Data Analyst,95000,"Indianapolis, IN",No,Startup,Sr,Temporary,"Python , Google Cloud , Power BI ,  , SQL",3,1,2,3,39.768333,-86.15835,69.7,69.7
Data Analyst II,65000,"Orlando, FL",Temporarily Remote,Startup,Jr,Contract,"Python,AWS",1,1,3,5,28.542122,-81.379045,72.2,72.2
BI Analyst,90000,"Oklahoma City, OK",Hybrid,Startup,None,Full-time,"Tableau,Power BI",0,1,6,3,35.472989,-97.517054,70.0,70.0
Senior Data Analyst,110000,"Fargo, ND",False,Large,None,Temporary,"Azure,Google Cloud",0,3,2,6,46.877229,-96.789821,58.0,58.0
Senior Data Analyst,65000,"Oklahoma City, OK",Hybrid,Huge,Pr,Part-time,"Azure, Tableau, , Python",4,4,5,6,35.472989,-97.517054,70.0,70.0
Junior Data Analyst,90000,"Dallas, TX",Hybrid,Startup,Mi,Freelance,"Power BI,Python",2,1,1,1,32.776272,-96.796856,75.0,75.0
Product Data Analyst,70000,"Huntsville, AL",False,Huge,Mi,Freelance,"R,Tableau",2,4,1,3,34.729847,-86.585901,60.5,60.5
Product Data Analyst,70000,"Santa Fe, NM",Hybrid,Large,Mi,Temporary,"SQL , Power BI , Python",2,3,2,3,35.68761,-105.938456,67.0,67.0
Marketing Data Analyst,65000,"Detroit, MI",False,Small,Jr,Regular,"Python, SQL, R",1,0,4,3,42.331551,-83.04664,68.1,68.1
Senior Data Analyst,95000,"Salt Lake City, UT",0,Startup,Pr,Freelance,,4,1,1,6,40.75962,-111.886797,65.7,65.7
Data Analyst,14000000,"Nashville, TN",Hybrid,Large,Jr,Contract,"SQL ,",1,3,3,4,36.162277,-86.774298,74.0,74.0
Data Analyst,110000,"Fort Collins, CO",Yes,Large,Pr,Part-time,"Python,Tableau,Excel,Google Cloud",4,3,5,4,40.587178,-105.077011,66.1,66.1
Junior Data Analyst,70000,"Atlanta, GA",Hybrid,Medium,Jr,Temporary,"Excel, Power BI, Google Cloud",1,2,2,1,33.754466,-84.389815,76.8,76.8
BI Analyst,50000,"Orlando, FL",Yes,Large,Sr,Temporary,"Excel, AWS, Power BI, Azure, Google Cloud",3,3,2,3,28.542122,-81.379045,72.2,72.2
Data Analyst,14000000,"Philadelphia, PA",Yes,Large,Jr,Part-time,"Google Cloud, Power BI",1,3,5,4,39.952724,-75.163526,81.0,81.0
Data Analyst II,14000000,"Orlando, FL",0,Medium,Mi,Regular,"Excel, AWS, Python",2,2,4,5,28.542122,-81.379045,72.2,72.2
Senior Data Analyst,95000,"Chicago, IL",No,Large,Jr,Part-time,"Tableau , Power BI",1,3,5,6,41.875562,-87.624421,75.5,75.5
Junior Data Analyst,110000,"Denver, CO",1,Unknown,Jr,Temporary,"Tableau, SQL, Google Cloud, Azure, Python",1,0,2,1,39.739236,-104.984862,78.7,78.7
Data Analyst,90000,"Chicago, IL",0,Startup,Mi,Regular,"AWS, , Excel",2,1,4,4,41.875562,-87.624421,75.5,75.5
Data Analyst,120000,"Norfolk, VA",1,Startup,Sr,Full-time,"SQL, R",3,1,6,4,36.84937,-76.289954,,2.0
Product Data Analyst,8090000,"Denver, CO",False,Large,Mi,Regular,"Python, Google Cloud",2,3,4,3,39.739236,-104.984862,78.7,78.7
Junior Data Analyst,50000,"Huntsville, AL",0,Large,Mi,Freelance,"SQL,Google Cloud",2,3,1,1,34.729847,-86.585901,60.5,60.5
Data Analytics Specialist,110000,"Nashville, TN",No,Huge,Pr,Part-time,"Google Cloud, Excel",4,4,5,2,36.162277,-86.774298,74.0,74.0
Data Analytics Specialist,14000000,"Fargo, ND",True,Small,Pr,Full-time,"Power BI , R",4,0,6,2,46.877229,-96.789821,58.0,58.0
Senior Data Analyst,70000,"Fargo, ND",True,Medium,Jr,Full-time,"Google Cloud, SQL",1,2,6,6,46.877229,-96.789821,58.0,58.0
BI Analyst,65000,"Orlando, FL",Partial,Unknown,Jr,Part-time,"Excel, Tableau",1,0,5,3,28.542122,-81.379045,72.2,72.2
Data Analyst,95000,"Nashville, TN",Temporarily Remote,Large,Jr,Freelance,,1,3,1,4,36.162277,-86.774298,74.0,74.0
Data Analyst,50000,"Huntsville, AL",0,Small,Pr,Contract,",Power BI,Python",4,0,3,4,34.729847,-86.585901,60.5,60.5
Senior Data Analyst,14000000,"Huntsville, AL",False,Startup,Mi,Part-time,"Excel, AWS, SQL, Python, R",2,1,5,6,34.729847,-86.585901,60.5,60.5
Product Data Analyst,8090000,"Las Vegas, NV",Yes,Unknown,Jr,Temporary,"Python, Tableau, Excel, Azure",1,0,2,3,36.167426,-115.148413,71.3,71.3
Data Analyst,70000,"Las Vegas, NV",1,Large,Jr,Full-time,"Azure,SQL,Excel,Google Cloud",1,3,6,4,36.167426,-115.148413,71.3,71.3
Data Analyst II,14000000,"Austin, TX",Partial,Huge,Jr,Regular,"Python, AWS, SQL,",1,4,4,5,30.271129,-97.7437,71.1,71.1
BI Analyst,110000,"Huntsville, AL",Temporarily Remote,Medium,Sr,Regular,"Azure , Python , Excel , AWS",3,2,4,3,34.729847,-86.585901,60.5,60.5
Product Data Analyst,50000,"Dallas, TX",No,Huge,Jr,Full-time,"Excel, Tableau, Google Cloud, Azure, SQL",1,4,6,3,32.776272,-96.796856,75.0,75.0
Data Analyst,110000,"Louisville, KY",Partial,Small,Jr,Freelance,"Power BI,SQL,Tableau,Google Cloud,R",1,0,1,4,38.254238,-85.759407,70.0,70.0
Junior Data Analyst,110000,"Columbus, OH",Yes,Medium,Jr,Contract,", SQL",1,2,3,1,39.96226,-83.000707,73.5,73.5
Data Analyst,65000,"New Orleans, LA",0,Startup,Jr,Temporary,"Python, AWS, Power BI",1,1,2,4,29.956142,-90.073393,77.8,77.8
Data Analyst,95000,"New Orleans, LA",True,Unknown,Pr,Full-time,"AWS,Excel,Tableau",4,0,6,4,29.956142,-90.073393,77.8,77.8
Senior Data Analyst,14000000,"New York, NY",Yes,Huge,Sr,Full-time,"Azure, AWS, Power BI, Tableau",3,4,6,6,40.712728,-74.006015,100.0,100.0
Product Data Analyst,95000,"New Orleans, LA",False,Huge,Jr,Contract,"R , Power BI , AWS , Python , Google Cloud",1,4,3,3,29.956142,-90.073393,77.8,77.8
Data Analyst II,14000000,"Orlando, FL",Temporarily Remote,Startup,Jr,Regular,"Tableau, Google Cloud, Excel",1,1,4,5,28.542122,-81.379045,72.2,72.2
Senior Data Analyst,120000,"Austin, TX",Temporarily Remote,Small,Pr,Contract,"Azure,",4,0,3,6,30.271129,-97.7437,71.1,71.1
Senior Data Analyst,110000,"Phoenix, AZ",Hybrid,Large,Pr,Contract,"Python, Power BI",4,3,3,6,33.448437,-112.074141,76.1,76.1
Data Analyst,70000,"Orlando, FL",False,Unknown,Sr,Part-time,,3,0,5,4,28.542122,-81.379045,72.2,72.2
Data Analyst,65000,"Dallas, TX",Temporarily Remote,Startup,Jr,Part-time,"Power BI, Azure, Python, AWS",1,1,5,4,32.776272,-96.796856,75.0,75.0
Data Analyst,120000,"Philadelphia, PA",True,Unknown,Sr,Part-time,"Tableau,SQL,Azure,Google Cloud,Power BI",3,0,5,4,39.952724,-75.163526,81.0,81.0
Data Analyst,95000,"Louisville, KY",Hybrid,Large,Mi,Full-time,"AWS , Python , Azure",2,3,6,4,38.254238,-85.759407,70.0,70.0
Data Analytics Specialist,110000,"Fargo, ND",1,Startup,Jr,Full-time,"Python, Azure",1,1,6,2,46.877229,-96.789821,58.0,58.0
Junior Data Analyst,70000,"Indianapolis, IN",Temporarily Remote,Small,Sr,Part-time,"Power BI,R,Excel,AWS",3,0,5,1,39.768333,-86.15835,69.7,69.7
Product Data Analyst,8090000,"Phoenix, AZ",Hybrid,Huge,Sr,Full-time,"Tableau, Power BI",3,4,6,3,33.448437,-112.074141,76.1,76.1
Senior Data Analyst,8090000,"Orlando, FL",Temporarily Remote,Medium,Pr,Freelance,"Power BI, , AWS, Tableau",4,2,1,6,28.542122,-81.379045,72.2,72.2
Marketing Data Analyst,120000,"Indianapolis, IN",0,Small,Sr,Freelance,"Azure,Excel",3,0,1,3,39.768333,-86.15835,69.7,69.7
Marketing Data Analyst,70000,"Jackson, MS",Temporarily Remote,Small,Jr,Full-time,"Azure,Python,Excel",1,0,6,3,32.299869,-90.183041,68.0,68.0
Junior Data Analyst,110000,"Jackson, MS",Partial,Large,Jr,Contract,"SQL, Excel, AWS, Python",1,3,3,1,32.299869,-90.183041,68.0,68.0
Junior Data Analyst,110000,"Albuquerque, NM",Yes,Large,Mi,Contract,"R, Tableau, AWS",2,3,3,1,35.084103,-106.650985,63.4,63.4
Senior Data Analyst,14000000,"New Orleans, LA",False,Large,Mi,Full-time,"Azure, R, Python",2,3,6,6,29.956142,-90.073393,77.8,77.8
Product Data Analyst,70000,"Fort Collins, CO",Hybrid,Huge,Sr,Full-time,"Excel,R",3,4,6,3,40.587178,-105.077011,66.1,66.1
Data Analyst,8090000,"Chicago, IL",Yes,Startup,Pr,Part-time,"SQL,Python,Google Cloud,Power BI",4,1,5,4,41.875562,-87.624421,75.5,75.5
Data Analyst,14000000,"Salt Lake City, UT",Partial,Large,Sr,Part-time,"Python,Excel",3,3,5,4,40.75962,-111.886797,65.7,65.7
Data Analyst,110000,"Houston, TX",False,Startup,Sr,Full-time,"Python , R ,  , Google Cloud , SQL",3,1,6,4,29.758938,-95.367697,64.9,64.9
Data Analyst,50000,"Phoenix, AZ",False,Unknown,Mi,Full-time,"SQL, Google Cloud, AWS, Tableau",2,0,6,4,33.448437,-112.074141,76.1,76.1
Data Analyst,70000,"Salt Lake City, UT",0,Large,Jr,Contract,"Power BI, AWS, SQL, Excel",1,3,3,4,40.75962,-111.886797,65.7,65.7
Junior Data Analyst,14000000,"San Francisco, CA",1,Startup,Jr,Temporary,"AWS, Tableau, Power BI, Azure, SQL",1,1,2,1,37.787936,-122.40752,94.0,94.0
Senior Data Analyst,70000,"Fort Collins, CO",True,Large,Sr,Temporary,"R , Google Cloud",3,3,2,6,40.587178,-105.077011,66.1,66.1
Senior Data Analyst,95000,"Philadelphia, PA",Temporarily Remote,Large,Sr,Temporary,"Power BI, Google Cloud, Excel",3,3,2,6,39.952724,-75.163526,81.0,81.0
Data Analyst,65000,"Columbus, OH",False,Startup,Jr,Full-time,"Python,Google Cloud,AWS,Power BI,",1,1,6,4,39.96226,-83.000707,73.5,73.5
BI Analyst,65000,"Houston, TX",Hybrid,Huge,Jr,Part-time,"AWS,R,Python,Google Cloud",1,4,5,3,29.758938,-95.367697,64.9,64.9
Data Analytics Specialist,95000,"Dallas, TX",Temporarily Remote,Medium,Sr,Temporary,"AWS, Azure, Google Cloud, Power BI, Excel",3,2,2,2,32.776272,-96.796856,75.0,75.0
Data Analyst,95000,"New York, NY",No,Huge,Sr,Contract,"Excel, SQL",3,4,3,4,40.712728,-74.006015,100.0,100.0
BI Analyst,110000,"Atlanta, GA",False,Large,Sr,Full-time,,3,3,6,3,33.754466,-84.389815,76.8,76.8
Senior Data Analyst,70000,"Oklahoma City, OK",No,Huge,Sr,Freelance,"Azure,Power BI",3,4,1,6,35.472989,-97.517054,70.0,70.0
Data Analyst,8090000,"Nashville, TN",0,Medium,Mi,Part-time,"Excel,Tableau,R",2,2,5,4,36.162277,-86.774298,74.0,74.0
Data Analytics Specialist,65000,"Jackson, MS",No,Large,Mi,Temporary,"AWS, , Excel, SQL",2,3,2,2,32.299869,-90.183041,68.0,68.0
Senior Data Analyst,8090000,"Huntsville, AL",Hybrid,Medium,Jr,Contract,"Power BI,R,Excel,Google Cloud,AWS",1,2,3,6,34.729847,-86.585901,60.5,60.5
Data Analytics Specialist,95000,"Indianapolis, IN",False,Unknown,Sr,Temporary,"Power BI , Python , Azure , SQL",3,0,2,2,39.768333,-86.15835,69.7,69.7
Product Data Analyst,110000,"Albuquerque, NM",0,Medium,None,Freelance,"Azure, , Python",0,2,1,3,35.084103,-106.650985,63.4,63.4
BI Analyst,65000,"Dallas, TX",Temporarily Remote,Startup,Pr,Contract,"Python,Azure,Power BI",4,1,3,3,32.776272,-96.796856,75.0,75.0
Data Analyst,50000,"San Francisco, CA",1,Small,Jr,Part-time,"AWS, Power BI, SQL, Excel, Google Cloud",1,0,5,4,37.787936,-122.40752,94.0,94.0
Junior Data Analyst,95000,"Nashville, TN",1,Large,Sr,Full-time,"R , Power BI , Tableau",3,3,6,1,36.162277,-86.774298,74.0,74.0
Data Analyst,65000,"Santa Fe, NM",False,Startup,None,Regular,"Tableau, SQL, Python",0,1,4,4,35.68761,-105.938456,67.0,67.0
Data Analyst,120000,"Philadelphia, PA",False,Startup,Sr,Part-time,"SQL, , Tableau, Python, Azure",3,1,5,4,39.952724,-75.163526,81.0,81.0
Marketing Data Analyst,95000,"San Francisco, CA",True,Unknown,Jr,Temporary,"Python,",1,0,2,3,37.787936,-122.40752,94.0,94.0
Junior Data Analyst,70000,"Santa Fe, NM",1,Large,Jr,Temporary,"Python , Tableau ,  , AWS , R",1,3,2,1,35.68761,-105.938456,67.0,67.0
BI Analyst,14000000,"Nashville, TN",True,Large,Jr,Temporary,"Azure, AWS, SQL, , R",1,3,2,3,36.162277,-86.774298,74.0,74.0
Senior Data Analyst,14000000,"New Orleans, LA",1,Small,Mi,Contract,"Azure, R, , SQL, Google Cloud",2,0,3,6,29.956142,-90.073393,77.8,77.8
Data Analyst II,8090000,"Phoenix, AZ",Partial,Large,Jr,Part-time,"Excel,Tableau,R,Power BI",1,3,5,5,33.448437,-112.074141,76.1,76.1
Data Analyst,95000,"Fort Collins, CO",Yes,Large,Mi,Full-time,"Google Cloud, Python, Tableau, , Excel",2,3,6,4,40.587178,-105.077011,66.1,66.1
Data Analyst II,65000,"New York, NY",0,Large,Sr,Contract,"Tableau, Excel, , Google Cloud",3,3,3,5,40.712728,-74.006015,100.0,100.0
Data Analyst,95000,"Louisville, KY",Temporarily Remote,Startup,Jr,Contract,", SQL , AWS , Power BI , R",1,1,3,4,38.254238,-85.759407,70.0,70.0
BI Analyst,70000,"Orlando, FL",0,Large,Jr,Temporary,", Python , Tableau , Power BI , Excel",1,3,2,3,28.542122,-81.379045,72.2,72.2
Data Analytics Specialist,14000000,"Nashville, TN",Temporarily Remote,Large,Jr,Temporary,"Python, R, SQL",1,3,2,2,36.162277,-86.774298,74.0,74.0
Data Analyst II,95000,"Santa Fe, NM",Temporarily Remote,Huge,Mi,Contract,",Azure",2,4,3,5,35.68761,-105.938456,67.0,67.0
Data Analytics Specialist,50000,"Jackson, MS",Yes,Large,Pr,Regular,"Azure, Python, Tableau, SQL",4,3,4,2,32.299869,-90.183041,68.0,68.0
Marketing Data Analyst,14000000,"Indianapolis, IN",No,Large,None,Contract,"AWS, Google Cloud",0,3,3,3,39.768333,-86.15835,69.7,69.7
Data Analyst II,65000,"Indianapolis, IN",1,Small,Jr,Contract,"Power BI,AWS,Tableau,Python,R",1,0,3,5,39.768333,-86.15835,69.7,69.7
Senior Data Analyst,14000000,"San Francisco, CA",0,Unknown,Mi,Contract,"Python, SQL",2,0,3,6,37.787936,-122.40752,94.0,94.0
Junior Data Analyst,120000,"Fargo, ND",0,Small,Sr,Freelance,"Python, R, Google Cloud, , Power BI",3,0,1,1,46.877229,-96.789821,58.0,58.0
Junior Data Analyst,65000,"Fargo, ND",Hybrid,Large,Jr,Full-time,"Excel, Azure",1,3,6,1,46.877229,-96.789821,58.0,58.0
BI Analyst,70000,"Philadelphia, PA",Yes,Startup,Sr,Temporary,"Python,Excel,Tableau,Power BI",3,1,2,3,39.952724,-75.163526,81.0,81.0
Data Analyst,70000,"Fargo, ND",No,Large,Jr,Regular,"R,",1,3,4,4,46.877229,-96.789821,58.0,58.0
Senior Data Analyst,65000,"Detroit, MI",1,Medium,Sr,Freelance,"Power BI ,  , AWS",3,2,1,6,42.331551,-83.04664,68.1,68.1
Marketing Data Analyst,110000,"Oklahoma City, OK",Yes,Large,None,Full-time,"AWS , Power BI , Google Cloud , Azure",0,3,6,3,35.472989,-97.517054,70.0,70.0
Senior Data Analyst,8090000,"Santa Fe, NM",True,Startup,Jr,Regular,"Tableau, Python",1,1,4,6,35.68761,-105.938456,67.0,67.0
Marketing Data Analyst,95000,"Dallas, TX",Yes,Large,Mi,Freelance,"Excel,Google Cloud",2,3,1,3,32.776272,-96.796856,75.0,75.0
